Transcript stable ID,Transcript stable ID version,CDS Length,Gene name
ENST00000652112,ENST00000652112.1,,
ENST00000435280,ENST00000435280.1,677,LY6G5C
ENST00000455018,ENST00000455018.1,,LINC03003
ENST00000369301,ENST00000369301.3,2181,NHLRC2
ENST00000413293,ENST00000413293.1,,BMS1P20
ENST00000432222,ENST00000432222.1,634,ZFP57
ENST00000423964,ENST00000423964.1,,OR2H5P
ENST00000390289,ENST00000390289.2,374,IGLV5-52
ENST00000451227,ENST00000451227.1,,OR5V1
ENST00000452195,ENST00000452195.2,360,MCCD1
ENST00000445598,ENST00000445598.1,,GPR53P
ENST00000440124,ENST00000440124.4,939,OR2J2
ENST00000356929,ENST00000356929.3,1692,ZNF708
ENST00000308423,ENST00000308423.7,2292,AOC3
ENST00000449113,ENST00000449113.6,2823,PPP1R10
ENST00000430966,ENST00000430966.1,,TMEM183AP1
ENST00000343218,ENST00000343218.10,2055,DPYSL3
ENST00000458158,ENST00000458158.1,,HLA-DRB9
ENST00000390290,ENST00000390290.3,353,IGLV1-51
ENST00000466318,ENST00000466318.5,1491,MSH5-SAPCD1
ENST00000390291,ENST00000390291.2,354,IGLV1-50
ENST00000553456,ENST00000553456.5,759,EMX2
ENST00000436538,ENST00000436538.1,,ASH2LP3
ENST00000667784,ENST00000667784.1,,LINC00616
ENST00000427632,ENST00000427632.2,372,IGLV9-49
ENST00000525815,ENST00000525815.6,1125,SLC35F2
ENST00000424103,ENST00000424103.1,,ZDHHC20P1
ENST00000457050,ENST00000457050.1,,HLA-DPB2
ENST00000440829,ENST00000440829.1,,
ENST00000515427,ENST00000515427.1,,TNXA
ENST00000390293,ENST00000390293.1,318,IGLV5-48
ENST00000506852,ENST00000506852.1,,
ENST00000594891,ENST00000594891.1,,
ENST00000615464,ENST00000615464.4,1032,HLA-G
ENST00000600135,ENST00000600135.1,,
ENST00000512025,ENST00000512025.2,,
ENST00000390294,ENST00000390294.2,351,IGLV1-47
ENST00000375295,ENST00000375295.8,5235,C4A
ENST00000579268,ENST00000579268.1,,
ENST00000453999,ENST00000453999.1,,ASH2LP2
ENST00000390295,ENST00000390295.3,351,IGLV7-46
ENST00000662278,ENST00000662278.1,,
ENST00000443400,ENST00000443400.1,,
ENST00000659253,ENST00000659253.1,,
ENST00000598402,ENST00000598402.1,,
ENST00000580677,ENST00000580677.1,,
ENST00000593399,ENST00000593399.1,,BNIP3P22
ENST00000390296,ENST00000390296.2,369,IGLV5-45
ENST00000598980,ENST00000598980.1,,MTDHP5
ENST00000518605,ENST00000518605.1,,
ENST00000425426,ENST00000425426.1,,RPL32P1
ENST00000390297,ENST00000390297.3,353,IGLV1-44
ENST00000417908,ENST00000417908.1,,OR2J1
ENST00000514583,ENST00000514583.2,,
ENST00000452321,ENST00000452321.1,,DDX39BP1
ENST00000515696,ENST00000515696.1,,
ENST00000611421,ENST00000611421.1,,HCG4P8
ENST00000631893,ENST00000631893.1,,
ENST00000592118,ENST00000592118.2,,
ENST00000390298,ENST00000390298.2,351,IGLV7-43
ENST00000394308,ENST00000394308.8,1686,ASNS
ENST00000633038,ENST00000633038.1,,LINC00824
ENST00000596017,ENST00000596017.1,,BNIP3P40
ENST00000522485,ENST00000522485.1,,IGLVI-42
ENST00000450902,ENST00000450902.6,2007,DHX16
ENST00000669093,ENST00000669093.1,,STPG2-AS1
ENST00000518405,ENST00000518405.1,,IGLVVII-41-1
ENST00000603282,ENST00000603282.1,,
ENST00000519790,ENST00000519790.1,,IGLV1-41
ENST00000589999,ENST00000589999.1,,
ENST00000601587,ENST00000601587.1,,VN1R85P
ENST00000390299,ENST00000390299.2,356,IGLV1-40
ENST00000369817,ENST00000369817.7,645,RPL10
ENST00000514073,ENST00000514073.1,,
ENST00000286307,ENST00000286307.6,1083,LSM11
ENST00000438037,ENST00000438037.1,,ASH2LP1
ENST00000586408,ENST00000586408.1,,
ENST00000220876,ENST00000220876.12,540,STMN2
ENST00000455932,ENST00000455932.1,,HLA-K
ENST00000519982,ENST00000519982.1,,IGLVI-38
ENST00000505381,ENST00000505381.2,,R3HDM2P1
ENST00000427384,ENST00000427384.1,,OR2N1P
ENST00000367097,ENST00000367097.8,4632,TULP4
ENST00000612976,ENST00000612976.1,,
ENST00000671523,ENST00000671523.1,,LINC02756
ENST00000253801,ENST00000253801.7,1074,G6PC1
ENST00000390300,ENST00000390300.2,369,IGLV5-37
ENST00000373789,ENST00000373789.8,1830,RTKN2
ENST00000508655,ENST00000508655.2,,CDRT15P11
ENST00000592347,ENST00000592347.5,,
ENST00000398186,ENST00000398186.5,594,EFCAB9
ENST00000417199,ENST00000417199.4,1929,HSPA1B
ENST00000511745,ENST00000511745.1,,ANKRD20A17P
ENST00000390301,ENST00000390301.3,353,IGLV1-36
ENST00000653847,ENST00000653847.1,,
ENST00000600543,ENST00000600543.2,,ZNF92P2
ENST00000648543,ENST00000648543.1,,
ENST00000624904,ENST00000624904.1,,
ENST00000451224,ENST00000451224.1,,
ENST00000439457,ENST00000439457.5,2886,GABBR1
ENST00000523314,ENST00000523314.1,,IGLV7-35
ENST00000601117,ENST00000601117.1,,BNIP3P38
ENST00000662516,ENST00000662516.1,,
ENST00000419501,ENST00000419501.1,,
ENST00000415728,ENST00000415728.2,726,MPIG6B
ENST00000633576,ENST00000633576.1,,
ENST00000464084,ENST00000464084.5,,
ENST00000631950,ENST00000631950.1,417,LY6L
ENST00000597761,ENST00000597761.7,1512,ZNF730
ENST00000456309,ENST00000456309.1,,RPL17P24
ENST00000414732,ENST00000414732.1,,HNRNPA1P2
ENST00000447076,ENST00000447076.1,,
ENST00000588402,ENST00000588402.1,,
ENST00000433864,ENST00000433864.2,1278,TRIM31
ENST00000594711,ENST00000594711.1,,ZNF849P
ENST00000615434,ENST00000615434.4,486,LY6H
ENST00000600039,ENST00000600039.1,,IPO5P1
ENST00000438548,ENST00000438548.2,,RPL23AP46
ENST00000623742,ENST00000623742.1,,
ENST00000416709,ENST00000416709.1,,CTAGE13P
ENST00000448824,ENST00000448824.1,,
ENST00000633676,ENST00000633676.1,,LINC02904
ENST00000322213,ENST00000322213.9,3702,SMC1A
ENST00000455935,ENST00000455935.2,1842,PPP1R18
ENST00000633898,ENST00000633898.1,444,LY6E
ENST00000338306,ENST00000338306.8,2259,CCDC157
ENST00000291481,ENST00000291481.8,1209,HAPLN4
ENST00000426644,ENST00000426644.6,822,HLA-DOB
ENST00000281722,ENST00000281722.8,1602,RBM46
ENST00000567877,ENST00000567877.1,,
ENST00000453513,ENST00000453513.4,939,OR2H2
ENST00000612748,ENST00000612748.1,2352,PEG10
ENST00000456807,ENST00000456807.6,1515,TAPBP
ENST00000419861,ENST00000419861.1,,HCG17
ENST00000465389,ENST00000465389.1,,RPL34P34
ENST00000426735,ENST00000426735.1,,MUC22
ENST00000592680,ENST00000592680.2,,DPY19L3-DT
ENST00000426847,ENST00000426847.2,801,HLA-DRB3
ENST00000594186,ENST00000594186.1,,MTDHP3
ENST00000509875,ENST00000509875.1,,TRIM26BP
ENST00000515135,ENST00000515135.1,,ELL2P2
ENST00000505039,ENST00000505039.1,,MICE
ENST00000421860,ENST00000421860.1,,TRIM26BP
ENST00000590607,ENST00000590607.2,,UQCRFS1-DT
ENST00000420556,ENST00000420556.6,606,NCR3
ENST00000633601,ENST00000633601.1,,LY6E-DT
ENST00000454506,ENST00000454506.2,,AZGP1P2
ENST00000596753,ENST00000596753.1,,ZNF725P
ENST00000419893,ENST00000419893.6,2538,ABCF1
ENST00000064780,ENST00000064780.7,1293,RELT
ENST00000632321,ENST00000632321.1,,AK3P2
ENST00000411872,ENST00000411872.1,,
ENST00000433741,ENST00000433741.1,,TSBP1-AS1
ENST00000329363,ENST00000329363.9,762,ODF3B
ENST00000445354,ENST00000445354.1,,DDX39BP2
ENST00000419418,ENST00000419418.1,,
ENST00000322940,ENST00000322940.11,546,ABITRAM
ENST00000688188,ENST00000688188.1,2346,KAT14
ENST00000594710,ENST00000594710.2,1869,ZNF728
ENST00000433337,ENST00000433337.1,,
ENST00000437728,ENST00000437728.1,,RPS3AP29
ENST00000424030,ENST00000424030.5,852,AGPAT1
ENST00000660929,ENST00000660929.1,,
ENST00000420379,ENST00000420379.2,,
ENST00000587777,ENST00000587777.1,,
ENST00000598137,ENST00000598137.1,,
ENST00000621082,ENST00000621082.2,1194,SHISA8
ENST00000433801,ENST00000433801.6,840,HLA-DQB2
ENST00000595685,ENST00000595685.1,,VN1R83P
ENST00000620870,ENST00000620870.1,,
ENST00000441976,ENST00000441976.1,,RPL13AP
ENST00000657623,ENST00000657623.1,,
ENST00000456140,ENST00000456140.3,942,OR2B3
ENST00000371172,ENST00000371172.8,426,OPALIN
ENST00000426349,ENST00000426349.1,,HLA-U
ENST00000437937,ENST00000437937.6,381,PPP1R11
ENST00000420559,ENST00000420559.5,1032,HLA-G
ENST00000530950,ENST00000530950.2,273,CARD18
ENST00000380649,ENST00000380649.8,2292,HADHA
ENST00000433037,ENST00000433037.1,1902,TNXB
ENST00000381458,ENST00000381458.6,2082,TGM3
ENST00000414873,ENST00000414873.6,1398,TRIM15
ENST00000457987,ENST00000457987.1,,
ENST00000412346,ENST00000412346.1,,HCG9P5
ENST00000591143,ENST00000591143.6,,LINC01532
ENST00000528913,ENST00000528913.1,,MTCYBP41
ENST00000284503,ENST00000284503.7,999,NEIL2
ENST00000449788,ENST00000449788.6,5235,C4B
ENST00000684488,ENST00000684488.1,1380,XKR3
ENST00000604107,ENST00000604107.1,,BNIP3P37
ENST00000562493,ENST00000562493.1,,
ENST00000550581,ENST00000550581.3,1512,RPP21
ENST00000631798,ENST00000631798.1,,
ENST00000632382,ENST00000632382.1,,
ENST00000426095,ENST00000426095.2,1926,HSPA1L
ENST00000633678,ENST00000633678.1,,
ENST00000487216,ENST00000487216.1,,RPL36AP51
ENST00000585394,ENST00000585394.1,,
ENST00000657512,ENST00000657512.1,,
ENST00000451329,ENST00000451329.6,921,PRRT1
ENST00000418550,ENST00000418550.1,,OR2H5P
ENST00000611392,ENST00000611392.5,1472,
ENST00000325551,ENST00000325551.9,2205,CTNNAL1
ENST00000454458,ENST00000454458.1,,MICG
ENST00000452822,ENST00000452822.1,,ETF1P1
ENST00000623523,ENST00000623523.1,,
ENST00000415289,ENST00000415289.4,1077,HLA-E
ENST00000586584,ENST00000586584.1,,
ENST00000444965,ENST00000444965.1,,CYP26C1-DT
ENST00000588399,ENST00000588399.1,,
ENST00000452090,ENST00000452090.1,,GAPDHP45
ENST00000342232,ENST00000342232.5,1986,JPH1
ENST00000594224,ENST00000594224.1,,BRI3BPP1
ENST00000439781,ENST00000439781.2,2427,TAP1
ENST00000424816,ENST00000424816.2,360,MCCD1
ENST00000430856,ENST00000430856.1,,
ENST00000362461,ENST00000362461.1,,Y_RNA
ENST00000257700,ENST00000257700.7,2379,RINT1
ENST00000384965,ENST00000384965.1,,MIR32
ENST00000613330,ENST00000613330.1,,MIR6856
ENST00000420604,ENST00000420604.1,271,FLOT1
ENST00000423330,ENST00000423330.1,,
ENST00000418583,ENST00000418583.1,,RPL32P1
ENST00000674075,ENST00000674075.1,99,
ENST00000421382,ENST00000421382.1,,PSMB8-AS1
ENST00000414737,ENST00000414737.1,,OR2AD1P
ENST00000417156,ENST00000417156.1,,
ENST00000417446,ENST00000417446.1,,UBQLN1P1
ENST00000447476,ENST00000447476.1,,UQCRHP1
ENST00000202625,ENST00000202625.7,2121,TGM6
ENST00000552057,ENST00000552057.2,945,OR10C1
ENST00000623824,ENST00000623824.2,411,QRFP
ENST00000240587,ENST00000240587.5,3246,TSHZ3
ENST00000521872,ENST00000521872.1,,
ENST00000447260,ENST00000447260.1,,LINC02850
ENST00000436125,ENST00000436125.1,,OR2AD1P
ENST00000662754,ENST00000662754.1,,LINC02641
ENST00000384686,ENST00000384686.1,,Y_RNA
ENST00000683374,ENST00000683374.1,609,JOSD1
ENST00000446776,ENST00000446776.1,963,OR2W1
ENST00000581129,ENST00000581129.1,,MIR5681A
ENST00000435237,ENST00000435237.1,,
ENST00000636869,ENST00000636869.1,,MIR5681B
ENST00000443224,ENST00000443224.1,,C10orf67-AS1
ENST00000454370,ENST00000454370.2,357,ATP6V1G2
ENST00000587343,ENST00000587343.1,,
ENST00000455520,ENST00000455520.6,828,HLA-DQB2
ENST00000265343,ENST00000265343.10,3492,AFF4
ENST00000384575,ENST00000384575.1,,Y_RNA
ENST00000415903,ENST00000415903.1,,RPL34P19
ENST00000450397,ENST00000450397.1,,LINC01810
ENST00000439071,ENST00000439071.1,,MTCO3P1
ENST00000447735,ENST00000447735.5,768,HLA-DQA2
ENST00000438815,ENST00000438815.2,1842,PPP1R18
ENST00000443549,ENST00000443549.1,,
ENST00000420852,ENST00000420852.1,,
ENST00000339209,ENST00000339209.9,1497,PHF10
ENST00000505751,ENST00000505751.1,,RPS4XP20
ENST00000654007,ENST00000654007.1,,
ENST00000423382,ENST00000423382.2,1248,NEU1
ENST00000441058,ENST00000441058.2,2172,VPS52
ENST00000668223,ENST00000668223.1,,LINC00867
ENST00000523442,ENST00000523442.5,,MIR2052HG
ENST00000440658,ENST00000440658.1,,PPIAP9
ENST00000612350,ENST00000612350.1,,PTCHD3P1
ENST00000592311,ENST00000592311.5,,
ENST00000311008,ENST00000311008.16,1587,SPNS1
ENST00000419730,ENST00000419730.1,,
ENST00000447852,ENST00000447852.3,537,SAPCD1
ENST00000476875,ENST00000476875.1,,HMGN2P9
ENST00000563715,ENST00000563715.1,,EFCAB6-DT
ENST00000435257,ENST00000435257.1,,TFPI2-DT
ENST00000358102,ENST00000358102.8,2955,NR3C2
ENST00000517662,ENST00000517662.1,,PCBP2P2
ENST00000418205,ENST00000418205.2,2427,TAP1
ENST00000522127,ENST00000522127.1,,LINC03071
ENST00000421805,ENST00000421805.1,,MDC1-AS1
ENST00000426192,ENST00000426192.1,,
ENST00000636055,ENST00000636055.1,,MIR2052
ENST00000414436,ENST00000414436.2,498,UBD
ENST00000446955,ENST00000446955.1,,
ENST00000523157,ENST00000523157.1,,
ENST00000457552,ENST00000457552.2,735,LTB
ENST00000522768,ENST00000522768.1,,MTUS1-DT
ENST00000622030,ENST00000622030.2,765,SRD5A2
ENST00000653384,ENST00000653384.1,,
ENST00000452679,ENST00000452679.6,381,PPP1R11
ENST00000426527,ENST00000426527.1,,
ENST00000428335,ENST00000428335.1,,
ENST00000445928,ENST00000445928.5,1449,BTNL2
ENST00000663924,ENST00000663924.1,,
ENST00000372338,ENST00000372338.9,1386,FIBCD1
ENST00000272223,ENST00000272223.3,801,OSR1
ENST00000246535,ENST00000246535.4,1077,PDCD2L
ENST00000435657,ENST00000435657.6,3795,VARS1
ENST00000440078,ENST00000440078.6,792,HLA-DMB
ENST00000421067,ENST00000421067.1,,FIBCD1-AS1
ENST00000338595,ENST00000338595.7,732,GSTO2
ENST00000450715,ENST00000450715.5,,
ENST00000604593,ENST00000604593.1,,NUTF2P8
ENST00000417751,ENST00000417751.5,,LINC00276
ENST00000632233,ENST00000632233.1,1480,MROH5
ENST00000507844,ENST00000507844.1,,
ENST00000632649,ENST00000632649.1,,
ENST00000612657,ENST00000612657.1,,
ENST00000633884,ENST00000633884.1,,LINC01300
ENST00000623712,ENST00000623712.1,,
ENST00000569969,ENST00000569969.5,,
ENST00000253008,ENST00000253008.3,1104,PRDM12
ENST00000453138,ENST00000453138.5,1287,DDX39B
ENST00000500324,ENST00000500324.2,,
ENST00000621046,ENST00000621046.2,,
ENST00000634197,ENST00000634197.1,,
ENST00000653925,ENST00000653925.1,,
ENST00000424498,ENST00000424498.1,,SAPCD1-AS1
ENST00000561471,ENST00000561471.1,,
ENST00000632499,ENST00000632499.1,,HNRNPA1P38
ENST00000441686,ENST00000441686.1,,
ENST00000585753,ENST00000585753.1,,PPIAP58
ENST00000450921,ENST00000450921.1,,HMGB1P7
ENST00000434250,ENST00000434250.1,,
ENST00000454267,ENST00000454267.1,,UBDP1
ENST00000415509,ENST00000415509.1,,
ENST00000600965,ENST00000600965.1,,
ENST00000333610,ENST00000333610.4,456,TTC32
ENST00000449794,ENST00000449794.2,543,RNF5
ENST00000390854,ENST00000390854.1,,RNU6-576P
ENST00000611069,ENST00000611069.1,,MIR6078
ENST00000459536,ENST00000459536.1,,U8
ENST00000384396,ENST00000384396.1,,RNU6-163P
ENST00000459141,ENST00000459141.1,,U8
ENST00000372491,ENST00000372491.4,1215,IER5L
ENST00000430988,ENST00000430988.1,,
ENST00000517189,ENST00000517189.1,,RNU6-889P
ENST00000622225,ENST00000622225.1,,MIR6072
ENST00000599815,ENST00000599815.1,,
ENST00000648747,ENST00000648747.1,,
ENST00000506228,ENST00000506228.1,,
ENST00000391203,ENST00000391203.1,,RNA5SP299
ENST00000485164,ENST00000485164.3,,RN7SL159P
ENST00000509908,ENST00000509908.1,,
ENST00000363979,ENST00000363979.1,,Y_RNA
ENST00000391197,ENST00000391197.1,,RNA5SP300
ENST00000444641,ENST00000444641.2,,
ENST00000432122,ENST00000432122.2,288,LSM2
ENST00000504182,ENST00000504182.2,,
ENST00000516728,ENST00000516728.1,,
ENST00000415245,ENST00000415245.1,,
ENST00000436510,ENST00000436510.1,,
ENST00000517023,ENST00000517023.1,,RNU6-1212P
ENST00000484005,ENST00000484005.1,,
ENST00000622569,ENST00000622569.3,522,PTP4A3
ENST00000363675,ENST00000363675.2,,U3
ENST00000444804,ENST00000444804.1,,
ENST00000516192,ENST00000516192.1,,RNA5SP303
ENST00000564580,ENST00000564580.5,,RRN3P2
ENST00000613887,ENST00000613887.2,1077,GPR20
ENST00000385203,ENST00000385203.1,,MIR511
ENST00000364520,ENST00000364520.1,,RNU6-1141P
ENST00000453467,ENST00000453467.5,951,OR2H1
ENST00000655097,ENST00000655097.1,,
ENST00000617393,ENST00000617393.1,,
ENST00000516309,ENST00000516309.1,,RNU6ATAC39P
ENST00000582492,ENST00000582492.1,,MIR4480
ENST00000637781,ENST00000637781.1,,MIR4481
ENST00000408404,ENST00000408404.1,,MIR548Q
ENST00000565882,ENST00000565882.1,,
ENST00000516240,ENST00000516240.1,,
ENST00000516825,ENST00000516825.1,,RN7SKP219
ENST00000674648,ENST00000674648.1,246,
ENST00000364494,ENST00000364494.1,,RN7SKP37
ENST00000579553,ENST00000579553.1,,
ENST00000430065,ENST00000430065.1,1926,HSPA1A
ENST00000425738,ENST00000425738.1,,LINC02569
ENST00000411087,ENST00000411087.1,,RNA5SP306
ENST00000357847,ENST00000357847.9,717,AIG1
ENST00000384115,ENST00000384115.1,,RNU6-413P
ENST00000381342,ENST00000381342.7,696,SNRPB
ENST00000656347,ENST00000656347.1,,LINC01533
ENST00000515994,ENST00000515994.1,,Y_RNA
ENST00000674627,ENST00000674627.1,,IER5L-AS1
ENST00000566038,ENST00000566038.1,,
ENST00000411199,ENST00000411199.1,,RNA5SP304
ENST00000443153,ENST00000443153.5,537,SAPCD1
ENST00000567374,ENST00000567374.1,,LINC01834
ENST00000516001,ENST00000516001.1,,RN7SKP132
ENST00000384880,ENST00000384880.1,,MIR604
ENST00000590167,ENST00000590167.1,,
ENST00000391109,ENST00000391109.1,,SNORD115
ENST00000433364,ENST00000433364.5,882,EGFL8
ENST00000330884,ENST00000330884.9,855,SULT4A1
ENST00000624431,ENST00000624431.2,,DDX11L17
ENST00000401216,ENST00000401216.1,,MIR938
ENST00000598511,ENST00000598511.1,,VN1R92P
ENST00000563477,ENST00000563477.1,,
ENST00000410160,ENST00000410160.1,,RNU6-908P
ENST00000515902,ENST00000515902.1,,RNU6-632P
ENST00000417601,ENST00000417601.2,1926,HSPA1L
ENST00000424215,ENST00000424215.1,,
ENST00000471327,ENST00000471327.3,,RN7SL825P
ENST00000633049,ENST00000633049.1,,
ENST00000623853,ENST00000623853.1,,
ENST00000410611,ENST00000410611.1,,RN7SKP220
ENST00000516673,ENST00000516673.1,,RNU7-22P
ENST00000658292,ENST00000658292.1,,
ENST00000470244,ENST00000470244.3,,RN7SL398P
ENST00000579659,ENST00000579659.1,,MIR4683
ENST00000422626,ENST00000422626.1,,VN2R3P
ENST00000612318,ENST00000612318.2,2016,ZNF251
ENST00000383933,ENST00000383933.1,,Y_RNA
ENST00000434616,ENST00000434616.2,1083,POU5F1
ENST00000453646,ENST00000453646.1,,RBM17P1
ENST00000384541,ENST00000384541.1,,Y_RNA
ENST00000421473,ENST00000421473.6,1335,TUBB
ENST00000384113,ENST00000384113.1,,Y_RNA
ENST00000461548,ENST00000461548.1,342,
ENST00000605859,ENST00000605859.1,,
ENST00000390846,ENST00000390846.1,,
ENST00000425044,ENST00000425044.1,,
ENST00000410382,ENST00000410382.1,,RNU6-1118P
ENST00000620963,ENST00000620963.1,,
ENST00000631416,ENST00000631416.1,,
ENST00000516323,ENST00000516323.1,,RNU6-795P
ENST00000622591,ENST00000622591.1,,RN7SL640P
ENST00000365032,ENST00000365032.1,,SNORA71E
ENST00000515974,ENST00000515974.1,,RNU6-1170P
ENST00000601863,ENST00000601863.3,,
ENST00000567984,ENST00000567984.1,,
ENST00000362396,ENST00000362396.1,,SNORA60
ENST00000516607,ENST00000516607.1,,RNU6-885P
ENST00000622268,ENST00000622268.1,,
ENST00000579389,ENST00000579389.1,,MIR3156-1
ENST00000517068,ENST00000517068.1,,RNA5SP312
ENST00000634165,ENST00000634165.1,,
ENST00000384343,ENST00000384343.1,,RNU6-1207P
ENST00000385078,ENST00000385078.1,,MIR605
ENST00000425722,ENST00000425722.1,580,TSBP1
ENST00000364326,ENST00000364326.1,,Y_RNA
ENST00000516352,ENST00000516352.1,,RNA5SP318
ENST00000427924,ENST00000427924.5,939,FGL1
ENST00000604430,ENST00000604430.1,,
ENST00000430706,ENST00000430706.1,,MICC
ENST00000516267,ENST00000516267.1,,RN7SKP196
ENST00000305494,ENST00000305494.6,1377,TMEM135
ENST00000458762,ENST00000458762.1,,
ENST00000362576,ENST00000362576.1,,RNU6-543P
ENST00000583084,ENST00000583084.1,,MIR3924
ENST00000408136,ENST00000408136.3,,MIR1296
ENST00000274496,ENST00000274496.10,774,YIPF5
ENST00000365011,ENST00000365011.1,,Y_RNA
ENST00000425649,ENST00000425649.6,3399,BAG6
ENST00000384029,ENST00000384029.1,,Y_RNA
ENST00000569730,ENST00000569730.1,,
ENST00000583078,ENST00000583078.1,,MIR4676
ENST00000622398,ENST00000622398.1,,
ENST00000364523,ENST00000364523.1,,SNORA71
ENST00000395312,ENST00000395312.7,792,HLA-DMB
ENST00000606883,ENST00000606883.2,,RN7SL840P
ENST00000533268,ENST00000533268.1,,RPA2P3
ENST00000411132,ENST00000411132.1,,RNU6-325P
ENST00000406789,ENST00000406789.2,,LYPLA2P1
ENST00000363904,ENST00000363904.1,,RNU6-478P
ENST00000423657,ENST00000423657.1,,HLA-DPA2
ENST00000516483,ENST00000516483.1,,RN7SKP238
ENST00000419153,ENST00000419153.1,,HLA-T
ENST00000363617,ENST00000363617.1,,RNA5SP322
ENST00000362234,ENST00000362234.2,,MIR346
ENST00000614988,ENST00000614988.1,,
ENST00000391022,ENST00000391022.1,,RNU6-129P
ENST00000433713,ENST00000433713.5,777,TRIM40
ENST00000410519,ENST00000410519.1,,RN7SKP143
ENST00000384545,ENST00000384545.1,,RNU6-441P
ENST00000532337,ENST00000532337.1,,SMG1P6
ENST00000636979,ENST00000636979.1,,MIR4678
ENST00000519368,ENST00000519368.1,,
ENST00000377647,ENST00000377647.6,4044,SPATA31A1
ENST00000517184,ENST00000517184.1,,
ENST00000216177,ENST00000216177.9,1290,PNPLA5
ENST00000408115,ENST00000408115.1,,
ENST00000421264,ENST00000421264.1,,MAS1LP1
ENST00000667767,ENST00000667767.1,,
ENST00000363011,ENST00000363011.1,,Y_RNA
ENST00000383450,ENST00000383450.3,1224,GNL1
ENST00000336308,ENST00000336308.10,1338,STARD3
ENST00000364542,ENST00000364542.1,,Y_RNA
ENST00000650847,ENST00000650847.1,1275,CHST8
ENST00000615469,ENST00000615469.1,,Metazoa_SRP
ENST00000569081,ENST00000569081.1,,
ENST00000363867,ENST00000363867.1,,Y_RNA
ENST00000365177,ENST00000365177.1,,RNA5SP324
ENST00000619809,ENST00000619809.1,,
ENST00000410306,ENST00000410306.1,,RNU2-43P
ENST00000465257,ENST00000465257.2,,FAM74A1
ENST00000583050,ENST00000583050.2,,MIR4482
ENST00000600766,ENST00000600766.3,1542,ZNF723
ENST00000413950,ENST00000413950.1,,MCCD1P2
ENST00000410504,ENST00000410504.1,,RN7SKP278
ENST00000363209,ENST00000363209.1,,RNA5SP326
ENST00000585364,ENST00000585364.1,,
ENST00000427327,ENST00000427327.1,,
ENST00000516765,ENST00000516765.2,,RNU5B-6P
ENST00000384340,ENST00000384340.1,,RNU6-463P
ENST00000423499,ENST00000423499.3,,
ENST00000600671,ENST00000600671.1,,
ENST00000455660,ENST00000455660.6,831,PSMB8
ENST00000607255,ENST00000607255.1,,RNU4-5P
ENST00000429280,ENST00000429280.1,,SKP1P3
ENST00000410119,ENST00000410119.1,,RNU6-1165P
ENST00000598909,ENST00000598909.1,,FKBP4P2
ENST00000410482,ENST00000410482.1,,RNU2-59P
ENST00000583207,ENST00000583207.1,,MIR3663
ENST00000363347,ENST00000363347.1,,RNU6-839P
ENST00000583596,ENST00000583596.1,,MIR3158-1
ENST00000637571,ENST00000637571.1,,MIR3158-2
ENST00000611327,ENST00000611327.1,,SDR42E1P1
ENST00000385298,ENST00000385298.1,,MIR609
ENST00000616367,ENST00000616367.1,,Metazoa_SRP
ENST00000510646,ENST00000510646.1,,HNRNPA1P13
ENST00000564950,ENST00000564950.5,,SLX1B-SULT1A4
ENST00000410697,ENST00000410697.1,,RNU2-42P
ENST00000651142,ENST00000651142.1,,
ENST00000423669,ENST00000423669.3,,ATP5F1AP8
ENST00000582855,ENST00000582855.1,,MIR4484
ENST00000411517,ENST00000411517.2,,RAB28P1
ENST00000365375,ENST00000365375.1,,RNU6-728P
ENST00000466800,ENST00000466800.1,,
ENST00000578683,ENST00000578683.1,,MIR378C
ENST00000449433,ENST00000449433.2,,RBPJP5
ENST00000421520,ENST00000421520.1,,HCG18
ENST00000411065,ENST00000411065.1,,Y_RNA
ENST00000443558,ENST00000443558.1,,
ENST00000550213,ENST00000550213.2,,
ENST00000410808,ENST00000410808.1,,RNA5SP328
ENST00000582572,ENST00000582572.1,,MIR3941
ENST00000546408,ENST00000546408.1,,PLA2G10HP
ENST00000622735,ENST00000622735.2,462,
ENST00000511618,ENST00000511618.1,,SEPHS2P1
ENST00000614412,ENST00000614412.1,,
ENST00000620922,ENST00000620922.1,,RN7SL763P
ENST00000518923,ENST00000518923.1,,PGAM5P1
ENST00000430216,ENST00000430216.5,1527,MSH5
ENST00000623486,ENST00000623486.1,,
ENST00000516915,ENST00000516915.1,,SNORA70
ENST00000578247,ENST00000578247.1,,MIR3680-2
ENST00000436337,ENST00000436337.1,,
ENST00000659832,ENST00000659832.1,,
ENST00000639363,ENST00000639363.1,,
ENST00000568175,ENST00000568175.1,,CA5AP1
ENST00000383062,ENST00000383062.8,2223,DAXX
ENST00000429522,ENST00000429522.1,,RPL7AP49
ENST00000414297,ENST00000414297.1,,
ENST00000567219,ENST00000567219.1,,
ENST00000434123,ENST00000434123.2,,CDRT15P14
ENST00000425632,ENST00000425632.1,,
ENST00000442149,ENST00000442149.1,,
ENST00000637262,ENST00000637262.1,,
ENST00000636082,ENST00000636082.1,,MEP1AP1
ENST00000652691,ENST00000652691.1,1203,SPN
ENST00000391139,ENST00000391139.1,,RNU6-1269P
ENST00000420308,ENST00000420308.1,,
ENST00000454142,ENST00000454142.1,,HLA-DPA2
ENST00000383710,ENST00000383710.9,4062,CADPS
ENST00000455120,ENST00000455120.1,,SNX18P8
ENST00000428949,ENST00000428949.1,,PAIP1P1
